ID_del_Vehículo,Marca,Modelo,Año,Región,Tipo_de_Vehículo,Capacidad_de_Batería_kWh,Salud_de_Batería_%,Autonomía_km,Potencia_de_Carga_kW,Tiempo_de_Carga_hr,Ciclos_de_Carga,Consumo_de_Energía_por_100km_recorridos,Kilometraje_km,Velocidad_Promedio_kmh,Velocidad_Máxima_kmh,Aceleración_0_100_kmh_seg,Temperatura_°C,Tipo_de_Uso,CO2_Ahorrado_tons,Costo_de_Mantenimiento_USD_por_año,Costo_de_Seguro_USD_por_año,Costo_de_Electricidad_en_USD_por_kWh,Costo_Mensual_de_Carga_USD,Valor_de_Reventa_USD
751.0,Volkswagen,ID.4,2021.0,Asia,SUV,32.2,88.8,145.0,170.9,0.21,1666.0,13.22,47407.0,30.7,131.0,6.705,34.5,Flota,5.69,1023.0,862.0,0.1,52.23,14156.0
752.0,Chevrolet,Bolt EUV,2022.0,Australia,Camioneta,105.4,70.5,557.0,114.9,1.22,1407.0,20.11,242411.0,66.2,237.0,3.59,-4.0,Comercial,29.09,283.0,545.0,0.23,934.35,30569.0
753.0,Audi,e-tron,2022.0,Europa,Sedán,57.7,78.6,336.0,218.4,0.33,1125.0,22.14,223043.0,92.2,191.0,9.08,9.6,Comercial,26.77,1753.0,794.0,0.14,576.12,18186.0
754.0,Audi,e-tron,2020.0,Asia,Sedán,74.5,84.7,371.0,72.6,1.3,746.0,23.72,238208.0,61.9,222.0,7.5,13.7,Flota,28.58,759.0,2313.0,0.33,1553.83,20017.0
755.0,Tesla,Model S,2015.0,Australia,SUV,67.7,80.3,338.0,120.4,0.68,954.0,14.96,153940.0,47.0,208.0,9.09,17.1,Personal,18.47,1601.0,1086.0,0.25,479.78,20058.0
756.0,Kia,Niro EV,2022.0,Europa,Camioneta,70.2,82.3,356.0,70.9,1.07,238.0,18.43,52922.0,36.8,193.0,4.61,-3.2,Comercial,6.35,1369.0,2440.0,0.16,130.05,21369.0
757.0,Mercedes,EQS,2018.0,Europa,Hatchback,91.2,72.6,448.0,188.7,0.51,1378.0,14.62,15866.0,80.2,172.0,4.62,5.3,Flota,1.9,1585.0,611.0,0.12,23.2,25921.0
758.0,Nissan,Ariya,2023.0,Asia,Sedán,95.1,85.2,518.0,127.0,0.92,760.0,16.31,19407.0,92.8,223.0,9.39,29.2,Flota,15.225000000000001,1005.0,624.0,0.17,44.84,26976.0
759.0,Mercedes,EQC,2015.0,Europa,Hatchback,93.5,78.7,426.0,68.0,1.5,975.0,12.24,70308.0,63.1,242.0,8.64,-0.3,Personal,8.44,1331.0,1799.0,0.22,157.77,22167.0
760.0,Mercedes,EQC,2019.0,Australia,Camioneta,83.0,89.4,406.0,242.5,0.47,964.0,16.32,248776.0,31.2,136.0,7.05,0.7,Personal,29.85,1011.0,606.0,0.17,575.17,22392.0
761.0,Chevrolet,Bolt EV,2020.0,Desconocido,Camioneta,74.2,73.9,417.0,127.0,2.4,1721.0,16.19,246431.0,32.8,235.0,9.5,23.3,Desconocido,29.57,1108.5,1835.0,0.32,1063.92,21597.0
762.0,Tesla,Desconocido,2021.0,Asia,Hatchback,37.6,90.4,201.0,170.9,0.24,1549.0,13.15,106611.0,63.0,234.0,3.85,8.0,Comercial,12.79,805.0,1743.0,0.25,292.07,16244.0
763.0,Tesla,Model S,2017.0,Asia,Sedán,74.2,72.7,371.0,125.8,1.1,1969.0,19.85,249213.0,60.1,187.0,5.94,36.3,Flota,29.91,1632.0,1600.0,0.35,1442.84,30891.0
764.0,Kia,Niro EV,2022.0,Europa,Hatchback,74.2,73.0,358.0,45.3,1.82,845.0,23.48,71558.0,77.4,195.0,8.84,29.1,Flota,8.59,1624.0,527.0,0.12,168.02,22300.0
765.0,Ford,Mustang Mach-E,2020.0,Asia,Hatchback,106.1,97.3,598.0,127.0,2.69,1033.0,21.28,166064.0,93.6,173.0,3.53,22.3,Personal,19.93,691.0,2431.0,0.16,471.18,29950.0
766.0,Volkswagen,ID.4,2015.0,Asia,Hatchback,115.8,71.6,627.0,138.2,1.02,1331.0,13.04,27560.0,43.4,183.0,8.7,2.7,Comercial,3.31,1108.5,2468.0,0.29,86.85,30109.0
767.0,Tesla,Model 3,2021.0,Australia,SUV,35.4,94.4,162.0,142.6,0.32,1027.0,19.54,64799.0,66.2,212.0,4.58,29.3,Personal,7.78,249.0,1537.0,0.19,200.48,12711.0
768.0,Audi,Q4 e-tron,2018.0,Europa,SUV,55.8,82.1,305.0,242.5,0.28,1125.0,23.77,165353.0,91.1,207.0,9.53,16.0,Personal,19.84,265.0,1379.0,0.24,786.09,15949.0
769.0,Ford,Mustang Mach-E,2021.0,Europa,Hatchback,55.6,93.0,371.0,86.8,0.75,1085.0,16.9,115373.0,41.0,136.0,9.22,34.4,Comercial,13.84,1966.0,1814.0,0.31,503.7,22020.0
770.0,Nissan,Ariya,2015.0,Australia,Hatchback,59.7,83.4,280.0,91.9,0.72,1116.0,18.7,241128.0,68.8,144.0,4.35,19.6,Personal,28.94,298.0,1025.0,0.09,302.92,18779.0
Desconocido,BMW,iX,2018.0,Australia,Sedán,103.3,93.3,576.0,180.2,0.75,944.0,16.5,103318.0,43.6,214.0,9.84,33.4,Personal,15.225000000000001,1982.0,504.0,0.21,298.33,24513.0
772.0,BMW,iX,2019.0,Europa,SUV,88.2,86.4,371.0,189.2,0.56,991.0,17.5,89983.0,66.2,191.0,9.8,20.4,Flota,10.8,1464.0,1429.0,0.19,249.33,25839.0
773.0,Tesla,Model 3,2016.0,Norteamérica,SUV,54.2,87.7,282.0,47.8,1.26,1755.0,24.35,153672.0,50.2,153.0,4.76,17.7,Comercial,18.44,1763.0,1677.0,0.12,344.62,14814.0
774.0,Audi,Q4 e-tron,2018.0,Norteamérica,Camioneta,80.3,75.6,393.0,154.6,0.66,1989.0,22.93,9595.0,82.3,232.0,4.17,31.9,Personal,1.15,1963.0,622.0,0.1,18.33,21334.0
775.0,Chevrolet,Bolt EUV,2023.0,Australia,SUV,90.3,99.7,480.0,186.3,0.61,1761.0,17.93,33582.0,87.6,231.0,7.55,7.2,Personal,4.03,1535.0,1659.0,0.15,75.27,27425.0
776.0,Mercedes,EQC,2021.0,Europa,Camioneta,65.5,90.3,324.0,127.0,0.3,286.0,18.7,241966.0,93.2,223.0,5.38,3.5,Personal,29.04,1108.5,1936.0,0.24,759.29,24032.0
777.0,Ford,Desconocido,2023.0,Norteamérica,Desconocido,68.2,83.8,275.0,15.0,5.48,1482.0,16.8,30710.0,42.5,225.0,6.705,16.2,Comercial,3.69,1108.5,2033.0,0.31,133.28,22797.0
778.0,Desconocido,i3,2022.0,Norteamérica,SUV,91.4,76.3,450.0,228.6,0.51,986.0,18.33,129403.0,81.4,226.0,6.705,28.5,Flota,15.53,1906.0,568.0,0.09,177.9,27911.0
779.0,Volkswagen,ID.3,2022.0,Norteamérica,SUV,30.9,98.1,162.0,87.9,0.46,699.0,22.36,188951.0,39.6,220.0,4.58,16.4,Comercial,22.67,1108.5,1673.0,0.16,563.33,16716.0
780.0,Mercedes,Desconocido,2015.0,Norteamérica,Sedán,49.4,72.0,250.0,25.8,2.15,1692.0,17.89,126249.5,74.8,192.0,5.28,-3.9,Comercial,2.76,1761.0,676.0,0.17,58.23,17281.0
781.0,BMW,iX,2023.0,Norteamérica,Hatchback,100.2,79.9,465.0,144.3,0.76,884.0,21.18,48815.0,71.9,156.0,9.18,11.6,Flota,5.86,1253.0,965.0,0.31,267.09,29486.0
782.0,Ford,Mustang Mach-E,2019.0,Australia,SUV,108.1,71.3,556.0,215.0,0.63,996.0,18.7,198979.0,53.5,234.0,4.09,18.1,Desconocido,23.88,1108.5,1839.0,0.11,360.42,28743.0
783.0,Ford,Mustang Mach-E,2018.0,Australia,SUV,74.2,79.3,371.0,168.4,0.32,1981.0,14.75,114366.0,60.5,245.0,6.54,-3.6,Comercial,13.72,674.0,1946.0,0.1,140.57,16488.0
784.0,Hyundai,Kona Electric,2021.0,Asia,Hatchback,39.4,95.7,182.0,243.1,0.22,938.0,14.47,126246.0,46.2,174.0,6.705,16.2,Desconocido,15.15,902.0,578.0,0.19,289.24,14428.0
785.0,Tesla,Model S,2020.0,Norteamérica,Sedán,83.1,88.9,472.0,81.9,1.29,1535.0,18.7,186879.0,75.7,237.0,4.33,31.2,Comercial,22.43,1384.0,1951.0,0.35,1292.35,26482.0
786.0,Hyundai,Ioniq 5,2023.0,Australia,Camioneta,30.9,90.3,371.0,49.5,0.8,1066.0,22.43,6766.0,63.7,197.0,7.57,10.5,Personal,0.81,1424.0,2425.0,0.08,10.12,13447.0
787.0,Volkswagen,ID.4,2020.0,Asia,Hatchback,79.3,88.3,331.0,124.3,0.85,697.0,24.33,136776.0,93.8,208.0,9.5,10.9,Flota,16.41,1574.0,1857.0,0.09,249.58,23355.0
788.0,Mercedes,EQS,2021.0,Australia,SUV,74.2,92.6,335.0,94.2,1.04,1125.0,24.08,129451.0,93.8,147.0,4.62,7.9,Comercial,15.225000000000001,366.0,1613.0,0.25,649.41,25182.0
789.0,Audi,Q4 e-tron,2018.0,Europa,Camioneta,116.6,89.6,661.0,136.5,1.14,921.0,19.53,187702.0,82.0,230.0,5.48,24.1,Flota,15.225000000000001,443.0,1871.0,0.27,824.81,31365.0
790.0,Chevrolet,Bolt EUV,2020.0,Asia,Camioneta,98.0,92.5,444.0,147.7,0.72,1935.0,15.33,161537.0,45.0,211.0,7.97,13.5,Flota,19.38,1913.0,1516.0,0.26,536.55,27361.0
791.0,BMW,iX,2016.0,Norteamérica,SUV,62.6,79.6,362.0,129.7,0.57,1923.0,17.62,9329.0,49.2,219.0,8.91,25.7,Comercial,1.12,216.0,744.0,0.22,30.14,20748.0
792.0,BMW,i3,2023.0,Europa,Hatchback,88.6,77.8,366.0,109.8,0.99,1808.0,14.8,21220.0,35.1,200.0,6.705,28.6,Comercial,15.225000000000001,1050.0,2482.0,0.25,65.43,28230.0
793.0,Mercedes,EQC,2021.0,Europa,Hatchback,115.6,87.9,465.0,95.3,1.65,952.0,17.71,249053.0,57.1,137.0,3.96,14.4,Flota,29.89,455.0,1327.0,0.28,1029.17,28163.0
794.0,Nissan,Leaf,2024.0,Australia,Hatchback,74.2,76.7,233.0,221.0,0.26,1959.0,18.21,182563.0,39.3,133.0,4.7,12.2,Personal,15.225000000000001,1992.0,1540.0,0.35,969.64,15324.0
795.0,Kia,EV6,2019.0,Asia,Sedán,104.9,79.8,572.0,33.4,3.63,1058.0,21.75,97529.0,83.3,191.0,6.705,7.7,Flota,11.7,992.0,2263.0,0.22,424.25,25289.0
796.0,Volkswagen,Desconocido,2016.0,Asia,Sedán,91.1,76.9,457.0,223.2,0.47,489.0,14.15,136994.0,61.9,162.0,7.62,8.2,Personal,16.44,1612.0,2389.0,0.28,452.31,25965.0
797.0,Chevrolet,Bolt EUV,2016.0,Norteamérica,SUV,62.8,76.3,348.0,127.3,0.65,1900.0,17.12,221026.0,84.4,235.0,8.39,-6.0,Flota,26.52,1327.0,838.0,0.08,344.62,19304.0
798.0,Kia,EV6,2021.0,Norteamérica,SUV,45.7,85.5,206.0,183.7,0.32,1467.0,20.47,126249.5,82.7,155.0,4.69,27.5,Flota,12.45,764.0,2120.0,0.27,477.86,15528.0
799.0,Tesla,Model X,2022.0,Europa,Sedán,114.1,99.3,625.0,71.3,2.09,1304.0,19.64,147712.0,96.4,131.0,7.38,13.6,Personal,17.73,573.0,2424.0,0.2,483.51,29031.0
800.0,Kia,Niro EV,2020.0,Asia,Hatchback,49.3,85.2,226.0,190.0,0.72,625.0,18.42,205609.0,65.2,132.0,5.56,8.0,Comercial,24.67,669.0,1309.0,0.25,789.02,17661.0
801.0,Hyundai,Kona Electric,2023.0,Norteamérica,Sedán,30.8,91.5,144.0,199.0,0.2,1036.0,21.19,156168.0,42.1,194.0,7.86,2.6,Flota,18.74,1539.0,2337.0,0.27,744.57,14490.0
802.0,Audi,Q4 e-tron,2020.0,Asia,Camioneta,74.2,95.1,254.0,236.2,0.28,1766.0,15.79,113139.0,51.1,196.0,6.705,22.2,Personal,13.58,705.0,780.0,0.11,163.76,21787.0
803.0,Hyundai,Ioniq 5,2020.0,Australia,Sedán,74.2,98.5,278.0,48.3,1.24,391.0,17.59,109417.0,39.4,180.0,9.71,-3.6,Comercial,13.13,791.0,1677.0,0.22,352.85,16513.0
804.0,Desconocido,ID.3,2018.0,Norteamérica,Camioneta,60.9,85.2,256.0,242.6,0.33,598.0,16.72,11641.0,65.5,143.0,3.78,18.3,Comercial,1.4,1869.0,2248.0,0.29,47.04,16638.0
805.0,Audi,Q4 e-tron,2022.0,Asia,Hatchback,106.9,84.1,613.0,80.7,1.81,1115.0,13.72,238265.0,77.3,176.0,3.85,15.0,Comercial,28.59,1520.0,2049.0,0.25,681.04,31493.0
806.0,Chevrolet,Bolt EV,2022.0,Asia,Hatchback,70.4,78.6,296.0,193.5,0.44,1498.0,19.88,63017.0,62.2,205.0,4.2,15.3,Flota,7.56,675.0,2034.0,0.34,344.62,23354.0
807.0,Mercedes,EQC,2017.0,Australia,Sedán,48.5,85.2,371.0,123.9,0.44,1734.0,19.61,61289.0,93.7,214.0,5.11,31.7,Comercial,7.35,1706.0,1465.0,0.34,340.53,13253.0
808.0,Volkswagen,Desconocido,2017.0,Europa,Camioneta,69.2,86.7,332.0,61.3,1.33,1786.0,12.72,244427.0,46.4,142.0,4.02,32.8,Comercial,29.33,357.0,2133.0,0.22,803.19,19732.0
809.0,Audi,e-tron,2020.0,Asia,SUV,74.2,85.9,337.0,129.2,0.77,1294.0,16.06,176735.0,76.8,171.0,8.63,22.8,Comercial,21.21,1709.0,2295.0,0.19,449.41,19921.0
810.0,Volkswagen,ID.4,2021.0,Norteamérica,SUV,67.3,95.3,300.0,12.4,6.29,1504.0,23.57,166233.0,73.4,237.0,4.19,14.8,Comercial,19.95,1273.0,2463.0,0.15,489.76,21031.0
811.0,Ford,Mustang Mach-E,2016.0,Asia,SUV,83.5,79.7,338.0,190.3,0.58,746.0,24.0,84968.0,70.4,244.0,5.16,-8.4,Flota,10.2,1418.0,2043.0,0.24,407.85,24796.0
812.0,Hyundai,Ioniq 5,2021.0,Europa,SUV,35.0,87.7,200.0,125.9,0.4,1532.0,20.6,33106.0,97.6,204.0,5.71,24.0,Flota,3.97,1017.0,2030.0,0.22,187.55,13982.0
813.0,Kia,EV6,2023.0,Europa,SUV,46.8,71.0,371.0,232.3,0.27,753.0,19.24,223339.0,76.3,206.0,6.9,14.3,Personal,26.8,838.0,2110.0,0.32,1145.88,20427.0
814.0,Ford,Mustang Mach-E,2024.0,Norteamérica,Sedán,112.2,72.8,610.0,44.6,3.16,666.0,14.06,60715.0,81.8,249.0,9.31,34.2,Personal,7.29,1123.0,833.0,0.23,163.62,34476.0
815.0,Chevrolet,Bolt EV,2020.0,Norteamérica,Hatchback,98.3,85.2,452.0,106.7,1.06,383.0,12.49,199202.0,70.0,154.0,7.91,23.0,Desconocido,23.9,1058.0,507.0,0.31,642.74,29244.0
816.0,Ford,Desconocido,2018.0,Asia,Hatchback,74.2,95.1,461.0,191.0,0.53,1869.0,19.65,166080.0,39.7,235.0,6.79,1.1,Personal,19.93,1042.0,834.0,0.12,326.35,24427.0
817.0,Kia,Niro EV,2021.0,Europa,SUV,74.2,90.3,513.0,127.0,0.94,377.0,17.14,243054.0,91.2,248.0,6.705,-0.3,Personal,15.225000000000001,1735.0,2301.0,0.09,312.45,31086.0
Desconocido,Volkswagen,ID.4,2021.0,Norteamérica,Camioneta,93.3,71.3,542.0,126.8,0.9,1353.0,22.95,11734.0,62.8,199.0,8.09,14.5,Comercial,1.41,1800.0,1818.0,0.08,17.95,22129.0
819.0,BMW,i4,2024.0,Desconocido,Hatchback,95.5,94.0,562.0,156.4,0.8,1691.0,12.9,208941.0,70.2,181.0,5.18,-3.9,Comercial,25.07,304.0,1173.0,0.2,449.22,31246.0
820.0,Tesla,Model S,2023.0,Europa,Hatchback,33.6,81.6,161.0,50.9,0.94,1700.0,18.7,188505.0,39.3,203.0,6.42,11.1,Flota,22.62,204.0,533.0,0.27,806.28,13545.0
821.0,Ford,F-150 Lightning,2021.0,Desconocido,SUV,38.0,95.8,213.0,19.0,2.77,1376.0,13.06,111998.0,65.7,220.0,7.09,7.9,Flota,13.44,1651.0,582.0,0.34,414.43,22129.0
822.0,Hyundai,Ioniq 5,2020.0,Australia,Camioneta,57.0,85.9,274.0,76.4,1.02,1186.0,12.8,155946.0,53.1,175.0,6.705,9.0,Desconocido,18.71,1981.0,1559.0,0.21,349.32,15406.0
823.0,Chevrolet,Bolt EUV,2017.0,Europa,Hatchback,80.4,83.5,425.0,238.7,0.37,1476.0,18.12,157206.0,62.9,180.0,9.73,19.4,Flota,18.86,1292.0,2225.0,0.1,237.38,22129.0
824.0,Ford,F-150 Lightning,2018.0,Asia,Hatchback,54.5,96.2,301.0,97.6,0.63,406.0,17.33,193362.0,67.3,203.0,9.34,16.0,Personal,23.2,1090.0,1405.0,0.22,344.62,19080.0
825.0,BMW,iX,2017.0,Europa,Sedán,69.0,87.1,396.0,232.8,0.36,1191.0,24.35,99071.0,82.2,240.0,5.89,22.3,Flota,11.89,634.0,520.0,0.32,643.3,19011.0
826.0,Hyundai,Ioniq 5,2019.0,Australia,SUV,105.2,82.0,515.0,214.5,0.72,767.0,21.65,9521.0,77.5,135.0,5.99,12.3,Personal,1.14,929.0,2002.0,0.26,44.66,26265.0
827.0,Chevrolet,Bolt EV,2024.0,Europa,Hatchback,100.7,73.6,426.0,59.9,2.33,1278.0,20.72,193961.0,41.2,244.0,9.11,32.7,Comercial,23.28,348.0,1795.0,0.24,803.77,27741.0
828.0,Audi,Q4 e-tron,2016.0,Australia,Camioneta,51.6,88.6,224.0,191.9,0.38,907.0,20.74,184030.0,52.7,173.0,3.58,14.9,Comercial,22.08,1837.0,585.0,0.24,763.36,17425.0
829.0,Mercedes,EQC,2015.0,Australia,Sedán,48.8,84.6,203.0,212.6,0.26,702.0,16.4,159093.0,95.8,245.0,5.92,4.0,Flota,19.09,1879.0,1392.0,0.13,282.66,13098.0
830.0,Tesla,Model 3,2017.0,Asia,Desconocido,47.9,89.0,246.0,102.4,0.6,410.0,13.18,41509.0,94.3,184.0,7.66,14.4,Flota,4.98,819.0,803.0,0.1,45.59,13368.0
831.0,Chevrolet,Bolt EUV,2022.0,Asia,Camioneta,41.5,78.0,235.0,89.2,0.57,1125.0,18.66,238883.0,57.3,159.0,8.45,39.4,Comercial,28.67,1804.0,530.0,0.2,742.93,18390.0
832.0,Audi,Q4 e-tron,2022.0,Asia,Sedán,50.5,70.7,371.0,44.8,1.28,873.0,15.58,104007.0,88.6,156.0,3.87,-7.4,Comercial,12.48,1401.0,1435.0,0.33,445.62,16593.0
833.0,Ford,Mustang Mach-E,2017.0,Europa,Camioneta,35.9,82.0,371.0,229.7,0.19,1989.0,15.86,245839.0,96.0,158.0,7.64,9.7,Comercial,29.5,802.0,676.0,0.26,844.78,12843.0
834.0,Audi,Q4 e-tron,2017.0,Australia,Sedán,32.8,83.8,161.0,127.0,0.27,1485.0,15.0,199692.0,71.2,191.0,7.84,1.4,Comercial,23.96,237.0,1566.0,0.34,848.69,14587.0
835.0,Kia,Niro EV,2020.0,Europa,SUV,83.6,99.1,498.0,149.5,0.8,1606.0,24.38,153480.0,55.6,191.0,5.29,3.7,Flota,18.42,474.0,991.0,0.17,530.09,23983.0
836.0,Volkswagen,ID.4,2018.0,Norteamérica,Sedán,110.5,90.2,487.0,233.9,0.62,438.0,21.87,130611.0,76.5,248.0,4.4,5.0,Personal,15.225000000000001,574.0,1814.0,0.24,571.29,28414.0
837.0,Hyundai,Ioniq 5,2017.0,Asia,Camioneta,98.9,72.1,424.0,176.9,0.61,900.0,23.44,97313.0,33.7,149.0,5.72,12.0,Flota,11.68,1053.0,1382.0,0.22,456.2,24971.0
838.0,Mercedes,Desconocido,2019.0,Asia,Hatchback,74.2,76.7,415.0,71.7,1.31,1360.0,13.71,166704.0,58.7,131.0,6.31,-0.1,Comercial,20.0,1097.0,2395.0,0.11,209.51,23368.0
839.0,Audi,Q4 e-tron,2018.0,Australia,SUV,56.6,98.4,338.0,124.2,0.51,719.0,18.62,121751.0,34.1,156.0,9.64,29.0,Personal,14.61,312.0,807.0,0.2,344.62,15009.0
Desconocido,BMW,iX,2019.0,Europa,Camioneta,74.2,93.2,501.0,14.2,7.08,1584.0,24.29,67497.0,74.5,188.0,4.25,31.8,Flota,8.1,501.0,2201.0,0.31,423.54,27260.0
841.0,Nissan,Leaf,2018.0,Europa,Hatchback,95.7,74.9,491.0,85.7,1.5,1574.0,21.66,25239.0,66.2,233.0,6.82,26.0,Personal,3.03,1108.5,711.0,0.21,95.67,23422.0
842.0,Nissan,Ariya,2017.0,Norteamérica,Sedán,69.4,95.3,360.0,184.1,0.51,1995.0,18.7,150074.0,75.8,189.0,4.33,29.1,Desconocido,18.01,1108.5,1122.0,0.17,330.81,21172.0
843.0,Nissan,Leaf,2024.0,Asia,SUV,99.2,82.9,547.0,99.9,1.3,237.0,17.46,236343.0,47.8,242.0,9.49,36.6,Personal,28.36,1005.0,2429.0,0.3,1031.64,22129.0
844.0,Volkswagen,ID.4,2024.0,Europa,SUV,42.2,78.2,184.0,222.0,0.22,281.0,14.59,74377.0,51.9,139.0,7.43,24.4,Flota,8.93,1108.5,500.0,0.21,189.9,17267.0
845.0,Chevrolet,Bolt EV,2018.0,Europa,SUV,83.8,85.2,499.0,96.1,0.72,1681.0,20.48,85636.0,61.2,152.0,5.15,28.2,Personal,10.28,330.0,1354.0,0.17,248.46,20547.0
846.0,Ford,F-150 Lightning,2022.0,Australia,Hatchback,43.3,83.6,249.0,111.7,0.43,236.0,20.18,226437.0,92.3,170.0,6.09,-4.0,Flota,27.17,1035.0,1753.0,0.1,380.79,16391.0
847.0,Audi,Q4 e-tron,2023.0,Europa,Desconocido,90.8,72.6,487.0,149.7,0.71,1564.0,15.46,103388.0,48.2,191.0,6.4,24.7,Flota,12.41,996.0,1130.0,0.24,344.62,29055.0
Desconocido,Chevrolet,Bolt EUV,2018.0,Desconocido,Camioneta,91.6,81.1,448.0,89.9,0.72,1460.0,18.04,238688.0,74.4,193.0,6.72,36.5,Comercial,28.64,1627.0,2409.0,0.29,1040.6,26240.0
849.0,Hyundai,Kona Electric,2020.0,Australia,Camioneta,79.1,76.7,386.0,126.7,0.69,1125.0,17.43,77439.0,31.2,191.0,8.87,3.4,Comercial,9.29,1310.0,2074.0,0.22,247.46,23696.0
850.0,Kia,EV6,2018.0,Asia,Sedán,118.7,73.0,575.0,84.4,1.52,934.0,13.85,77870.0,35.7,191.0,6.05,4.0,Personal,9.34,294.0,1516.0,0.26,233.67,31527.0
851.0,BMW,i4,2021.0,Desconocido,Hatchback,88.1,95.5,423.0,209.4,0.57,1392.0,17.63,107092.0,45.6,249.0,7.46,26.3,Flota,12.85,813.0,1536.0,0.3,472.01,22688.0
852.0,Chevrolet,Bolt EUV,2018.0,Asia,Sedán,65.0,86.7,334.0,50.6,1.6,507.0,15.25,164965.0,83.3,158.0,8.2,24.5,Comercial,19.8,1920.0,1701.0,0.22,628.93,18899.0
853.0,Desconocido,EQC,2024.0,Norteamérica,Camioneta,61.3,99.0,305.0,37.7,2.0,1756.0,16.01,159986.0,52.7,144.0,6.705,17.2,Personal,19.2,1255.0,685.0,0.32,683.03,22132.0
854.0,Audi,Desconocido,2015.0,Australia,SUV,74.0,85.2,387.0,11.8,6.72,1982.0,16.96,201339.0,42.2,196.0,5.94,-2.9,Personal,24.16,620.0,612.0,0.19,540.66,22656.0
855.0,Volkswagen,ID.4,2021.0,Europa,Camioneta,31.6,76.5,130.0,127.0,0.24,943.0,15.28,171391.0,68.9,178.0,4.8,-5.2,Personal,20.57,1108.5,2043.0,0.29,632.89,14778.0
856.0,Hyundai,Ioniq 5,2017.0,Asia,Camioneta,106.6,97.2,534.0,153.0,0.79,1249.0,17.88,175310.0,86.7,191.0,6.5,5.1,Comercial,21.04,407.0,632.0,0.34,888.12,25860.0
857.0,Nissan,Leaf,2020.0,Desconocido,Camioneta,107.9,87.0,371.0,212.2,0.62,823.0,19.89,238998.0,45.6,246.0,6.69,5.8,Personal,28.68,1372.0,2220.0,0.17,673.44,31297.0
858.0,Chevrolet,Bolt EUV,2024.0,Asia,Hatchback,37.6,71.4,158.0,93.1,0.48,1662.0,13.3,187356.0,86.6,224.0,6.38,-5.6,Personal,22.48,238.0,1775.0,0.29,602.19,16646.0
859.0,Tesla,Model 3,2017.0,Norteamérica,Sedán,41.5,98.4,213.0,84.0,0.6,1125.0,12.3,228910.0,80.1,164.0,6.82,2.2,Personal,27.47,853.0,562.0,0.31,727.36,12137.0
860.0,Kia,Desconocido,2022.0,Europa,Hatchback,77.6,98.8,360.0,125.6,0.68,903.0,22.36,117529.0,40.6,159.0,4.9,22.8,Flota,14.1,215.0,610.0,0.31,678.89,21087.0
861.0,Hyundai,Kona Electric,2016.0,Europa,Sedán,93.3,96.7,491.0,235.1,0.54,997.0,17.01,245005.0,89.9,171.0,4.84,38.5,Comercial,29.4,1066.0,585.0,0.29,1007.15,22939.0
Desconocido,Ford,F-150 Lightning,2020.0,Asia,Hatchback,33.4,97.5,142.0,142.9,0.3,1125.0,22.29,196929.0,38.1,206.0,6.48,3.9,Comercial,23.63,1899.0,911.0,0.19,695.01,14978.0
863.0,Tesla,Model X,2016.0,Norteamérica,SUV,55.3,72.3,237.0,178.1,0.44,708.0,19.98,132781.0,83.8,187.0,6.1,39.3,Personal,15.93,317.0,2331.0,0.2,442.16,15743.0
864.0,Volkswagen,ID.3,2022.0,Australia,SUV,32.2,85.2,162.0,173.1,0.24,1536.0,16.67,154741.0,65.1,209.0,4.64,34.5,Desconocido,18.57,761.0,784.0,0.34,730.87,13988.0
865.0,Volkswagen,ID.3,2020.0,Norteamérica,SUV,71.0,94.4,338.0,139.7,0.55,1537.0,22.34,37556.0,33.1,231.0,7.23,31.7,Desconocido,4.51,1018.0,2166.0,0.09,62.93,24328.0
866.0,Hyundai,Kona Electric,2015.0,Europa,Hatchback,109.6,92.4,655.0,105.8,1.29,445.0,16.02,12504.0,70.5,169.0,4.92,-1.8,Flota,1.5,1185.0,1874.0,0.22,36.72,24689.0
867.0,Audi,e-tron,2018.0,Australia,Hatchback,74.2,94.4,234.0,191.7,0.4,901.0,20.5,234176.0,42.1,166.0,8.52,36.4,Flota,28.1,848.0,1482.0,0.17,680.09,17136.0
868.0,Ford,Mustang Mach-E,2017.0,Norteamérica,Sedán,113.4,97.0,473.0,42.5,3.24,1885.0,19.24,203230.0,40.4,227.0,5.98,19.7,Comercial,24.39,1023.0,1930.0,0.15,488.77,22129.0
869.0,Kia,EV6,2016.0,Asia,Sedán,107.1,73.5,576.0,108.7,1.31,1320.0,20.48,72009.0,78.7,222.0,8.49,-1.8,Flota,8.64,1729.0,1712.0,0.29,356.4,25704.0
870.0,Nissan,Leaf,2018.0,Australia,Camioneta,81.5,87.1,392.0,57.0,1.61,817.0,15.44,119186.0,79.7,213.0,6.15,24.9,Desconocido,14.3,220.0,1798.0,0.27,414.05,21171.0
871.0,Kia,EV6,2016.0,Australia,SUV,109.1,95.0,639.0,120.6,1.01,1133.0,24.8,116872.0,32.7,150.0,3.54,-7.9,Personal,14.02,503.0,1516.0,0.22,265.69,24664.0
872.0,Mercedes,EQS,2018.0,Europa,Camioneta,33.3,82.9,183.0,150.4,0.24,1047.0,22.53,49158.0,35.9,195.0,6.81,24.7,Personal,5.9,957.0,1516.0,0.23,212.28,12197.0
